source,target
But the wine-servant did not keep Joseph in mind or give a thought to him.,"Nimahsela uain pe hotu ber chuan Josefa chu a hre reng ta awzâwng lo va, a theihngilh ta mai a."
We ate a potato salad,Alu salad kan ei a
I complimented Tom.,Tom chu ka fak a.
I got an A.,A ka hmu.
Come back to him who has been so deeply sinned against by the children of Israel.,"Aw Israela thlahte u, nasa taka in helsan taka lam chu hawi leh tawh rawh u."
"Simon Peter, a servant and Apostle of Jesus Christ, to those who with us have a part in the same holy faith in the righteousness of our God and Saviour Jesus Christ:","Simon Petera, Isua Krista bawih leh tirhkoh chuan Isua Krista kan Pathian leh chhandamtu felna avanga rinna hlu tak kan chan ang chang vete hnenah:"
They had breakfast.,Chawhmeh an ei a.
Don't kill me,Mi that suh
"I have put a net for you, and you have been taken, O Babylon, without your knowledge: you have been uncovered and taken because you were fighting against the Lord.","Aw Babulon, i tan thang ka kam e, Hre lovin i awk ta a nih hi; Hmuh chhuah leh manin i awm ta, LALPA i bei avângin."
Hello my beautiful,Hello ka hmeltha
"Edom will be his heritage, and he will put an end to the last of the people of Seir.",A hmêlma thin Edom leh Seir te chu a chang ang: Israelte chan a țhat chhûng zawng.
It's me!,Keimah ka nia.
"And the other disciples came in the little boat (they were not far from land, only about two hundred cubits off pulling the net full of fish.","Nimahsela zirtir dangte chuan lawng te tak te chuan len, sangha chawpa hnuk chungin an rawn pan a, khawmual atangin an hla si lo va, tawng zahnih emaw lek a ni a."
They've closed up,An khar tawh a
"But news of him went out all the more, in every direction, and great numbers of people came together to give hearing to his words and to be made well from their diseases.",Nimahsela a chanchin thu chu a thang lehzual sauh va; mipui tam tak a thu hriat duh leh an nate tihdam duhin an rawn inkhawm chiam a.
It's not unusual,Thil mak a ni lo
They are extremely competent,An thiam hle a ni
"If only one of them is sounded, then the chiefs, the heads of the thousands of Israel, are to come to you.","Tin, pakhat chauh an ham chuan Israel mpuite hotu puipate chauh i hnena an lo kal khawm tur a ni ang a."
What man now living will not see death? will he be able to keep back his soul from the underworld? (Selah.,"Eng mi nge thih ni hmêl hmu lova nung a, Seol kut atanga a nunna chhanhim tûr chu? Selah"
I'm guilty,Ka sual a
In those days the opinions of Ahithophel were valued as highly as if through him a man might get direction from God; so were they valued by David as much as by Absalom.,"Chung laia rem a ruat, Ahithophela remruatte chu, Pathian thu ngaih anga ngaih a ni thin a: chutiang bawk chuan Ahothophelan Davida leh Absaloma rem a ruatpui zawng zawngte chu ngaih a ni thin."
I didn't take anything.,Engmah ka la lo.
"For the training of the body is of profit for a little, but religion is of profit in every way, giving hope for the life which now is, and for that which is to come.",taksa insawizawi na hi sawt zawng a sawt ve bawk a; Pathian ngaihsakna erawh hi chuanin nunna tuna awm sa leh la awm leh tur pek tiamna a neih avangin kawng tinrengah a sawt a ni.
Your legs are ripped.,I ke a hrual a.
"The children of Gad and the children of Reuben came and said to Moses and to Eleazar the priest and to the chiefs of the meeting,","tichuan Gada thlahte leh Reubena thlahte chuan Mosia leh puithiam Eleazra leh pungkhawmho puipate chu an va bia a,"
Are you a criminal,Misual i ni em
Did you put her up to it?,I dah sang em?
"And the land which was waste will be farmed, in place of being a waste in the eyes of everyone who went by.","Tin, ram lo țiau tawhte chu an let ang, tûnhmain mi veivâkte mithmuha țiau tawh hnu ni mah sela."
Christ has truly made us free: then keep your free condition and let no man put a yoke on you again.,"Bawih ni lo turin Krista chuan min chhuahtir kha, chutichuan ding nghet ula, bawih nghawngkawlah chuan tang leh tawh suh u."
You have four dogs.,Ui pali i nei a.
Who resigned?,Tunge bang?
Whose tea is this?,Hei hi tu tea nge?
I went straight home.,Ka haw nghal a.
"And the scribes and Pharisees were watching him to see if he would make him well on the Sabbath, so that they might be able to say something against him.","Tin, lehkhaziaktute leh Pharisaite chuan a hekna tur an hmuh theih nan, Chawlhniin a tih dam dawn leh dawn loh an mit mei a ."
You're all invited,In sawm vek a ni
The hater of work puts his hand deep into the basin: lifting it again to his mouth is a weariness to him.,Mi thatchhia chuan a kut thlengah ahnim a; A kaa thlen leh pawh a peih thin lo.
He drank a little.,Tlem a in a.
I buried it,Ka phûm tawh
You are completely wrong.,I dik lo vek a ni.
Come here.,Hetah lo kal rawh.
He who does work on his land will not be short of bread; but he who goes after foolish men is without sense.,"A lei lettu chuan chhâng a ngah ang a, Mi lelo tih dan zawmtu chu finna nei lo mi a ni."
"And when all the water in the skin was used up, she put the child down under a tree.","Tin, tuithâwla tui chu a lo awm ta lo va, tichuan naupang chu hnimbuk pakhat hnuaiah a dah ta mai a."
He loves them,Khapa khân anmahni a hmangaih
"Zechariah, the son of Meshelemiah, was keeper of the door of the Tent of meeting.",Meselemia fapa Zekaria chu inbiakna puan in kawngkhâr vengtu a ni a.
She did not say anything.,Engmah a sawi lo.
They were completely surprised.,Mak an ti vek a.
Tom can't go,Tom a kal thei lo
It is good to take this in your hand and not to keep your hand from that; he who has the fear of God will be free of the two.,"Hei hi i chelh tlat a tha a, chu pawh chu thlah hlek suh: Pathian tihtu chuan a chhuahsan vek si thin a."
"Let all the earth give you worship, and make songs to you; let them make songs to your name. (Selah.","Leilung luah zawng zawng hian chibai an bûk ang chia, Nangmah fakin an zai ang a; I hming fakin an zai ang, ti rawh u. Selah"
Tom stole it.,Tom-a'n a ru.
I'm not buying it,Ka lei lo a ni
You could have written.,I ziak thei ang.
"His sneezings give out flames, and his eyes are like the eyes of the dawn.","A thaw chhuak chu a var sung sung a, A mitte chu khawfingchat ang ru mai a ni."
"Which of you is able truly to say that I am a sinner? If I say what is true, why have you no belief in me?",In zingah tuin nge sual kawngah thiam loh mi chantir thei awm? Thutak ka sawi pawhin nangnin engati nge mi rin loh?
Tom is undressing,Tom chu a inbel a
"Be wise in your behaviour to those who are outside, making good use of the time.","Remchanna lei zelin, pawn lama mite lakah chuan fing takin awm rawh u."
I'm drinking sage tea.,Sage tea ka in a.
"Truly, for forty years you were their support in the waste land, and they were in need of nothing; their clothing did not get old or their feet become tired.","A ni, thlalêrah khan kum sâwmli i chawm a, engmah an tlachham lo va; an silhfente a hlui lo va, an kete chu a vung lo va."
I don't go home very often.,Ka haw fo vak lo.
"So they put Jesus there, because it was the Jews' day of getting ready for the Passover, and the place was near.","Tin, Judate Inrinni a nih avangin, thlan chu an kiang lawk a ni si a, chutah chuan Isua chu an zalh ta a."
And now I am here to be judged because of the hope given by God's word to our fathers;,"Tin, Pathianin min thlahtute hnena thu a tiam kha beisei kawng thu-ah hetah tunah rorelsaka ka din hi;"
I meet him at the club,Club-ah ka inhmu a
Tom is new,Tom a thar
I am disappointed,Ka beidawng a ni
The poor man and his creditor come face to face: the Lord gives light to their eyes equally.,"Mi rethei leh hnechhiahtu an awm dun a, LALPAN an mit a tihvârsak ve ve a."
I've been released,Ka chhuak tawh
"For the children of Israel will for a long time be without king and without ruler, without offerings and without pillars, and without ephod or images.","Israela thlahte chu ni tam tak lalber leh milian leh lungphun serh leh puithiam kawr emaw, milim te emaw nei lovin an awm dâwn si a:"
You don't frighten me.,Min ti hlau lo.
"Praise be to God for what he has given, which words have no power to say.",A thilpek sawi hleih theih loh avangin Pathian hnenah lawmthu awm rawh se.
"They are fixed for ever and ever, they are done in faith and righteousness.","Chung chu kumkhaw tlaitluan atân tihnghehin a awm a, Thutak leh dik taka tih a ni hlawm a."
They heard noises,Thawm an hre ta a
We're not sure yet,Kan la chiang lo
"But I may be with you for a time, or even for the winter, so that you may see me on my way, wherever I go.","Nangni hnenah erawh chuan ka cham reng a ni thei e, thlasik chhung zawng pawh a ni mahna, khawiah pawh ka kalna tur apiangah nangnin mi thlah theihna turin."
"Only, as the Lord has given to a man, and as is the purpose of God for him, so let him go on living. And these are my orders for all the churches.","Engpawh ni sela, Lalpa chuan mi tin hnena a sem pangngai ang theuh leh, Pathianin mi tin a kohna pangngai ang theuhvah awm rawh se. Chutiangin kohhran pawl zawng zawngah ka ruat thin."
Do they know it well,An hre chiang em
I already ate,Ka ei tawh
Let not your horn be lifted up: let no more words of pride come from your outstretched necks.,In ki chu chung lamah tisâng suh ula; Ring khawng chungin tawng suh u.
Clean it up,Tifai rawh
"And the Lord had sorrow because he had made man on the earth, and grief was in his heart.","Tichuan leiah hian mihring a lo siam tâk avângin LALPA chu a inchhîr a, rilru nat nân a hman phah ta a."
"And for the west side of the House, at the back, they made six boards,","Tin, biak bûk kawmchar khawthlang chhawng lam atan chaun ban rem khawm paruk a siam a,"
And turning round I came down from the mountain and put the stones in the ark which I had made; and there they are as the Lord gave me orders.,"Tin, tlâng ata chu ka let thla a, lungphêk chu ka bawm siamah chuan ka dah a; LALPAN thu mi pêk angin chutah chuan a awm ta reng a."
I like trains,Rel ka ngaina
Is there a message,Thuchah a awm em
"Then Micah said, Now I am certain that the Lord will do me good, seeing that the Levite has become my priest.","Chutichuan Mika chuan, Tunah zet chuan Levi chi ka puithiam atân ka nei tawh si a, LALPAN mi tihmuingil ngei ang tih ka hria e, a ti a."
He made me go,Khapa khân mi kal tir
Do you have it with you?,I bulah i nei em?
They didn't want me to examine it.,Ka enfiah duh lo.
I felt tired,Ka châu hle
"And whenever you go into a house, first say, Peace be to this house.","Tin, in luhna in apiangah a hmasa berin, He inah hian thlamuanna thleng rawh se, ti ang che u."
A king's glory is in the number of his people: and for need of people a ruler may come to destruction.,"Mipui tamnaah chuan lal ropuina a awm a, Mi tlêmnaah erawh chuan lal fapa boralna a awm."
He's waiting for a bus,Bus a nghak a
I got thirsty,Ka tuihâl
I'll stick with you.,Ka stick ang che.
What are you doing bro,Eng nge i tih bro
"Will you take your rest among the flocks? like the wings of a dove covered with silver, and its feathers with yellow gold.","Țhuro thla tangkaruaa tuam a, A thla hmawr pawh rangkachak eng taka tuamangin Berâm huang karahte i mu dawn êm ni?"
"And he will have to give back four times the value of the lamb, because he has done this and because he had no pity.","tin, hetiang thil a tih avâng leh khawngaihna a neih loh avângin a berâm no chu a lehliin a rul tûr a ni ang, a ti a."
Mari hian kut a mamawh a ni,Mary needs a hand
It's your victory.,I hnehna a ni.
"Got up from table, put off his robe and took a cloth and put it round him.","a zanriah chaw kil chu a tho va, a puante a dah a, inhrukna puan a la a, a veng a."
And Vashti the queen gave a feast for the women in the house of King Ahasuerus.,"Tin, lalnu Vasti pawhin Ahsasuera lal inah chuan hmeichheho tan ruai a theh a."
Go over there,Khata kal rawh
Be quick about it.,Chumi chungchangah chuan rang takin awm rawh.
I look down on you!,Ka en hniam che!
They stood,An ding
"And David took the head of the Philistine to Jerusalem, but the metal war-dress and the arms he put in his tent.","Tin, Davida chuan Philistia mi lu chu a la a, Jerusalem-ah a kalpui a, a râlthuam erawh chu a puan inah a dah ta a."
"For I am full of words, I am unable to keep in my breath any longer:","Thu lah ka ngah hle si a, Chhûng lam rilruin mi tûr nasa a ni."
Then all Judah came with the tenth part of the grain and wine and oil and put it into the store-houses.,"Chutichuan Juda mi zawng zawngte chuan buh sawm apakhat te, uain te, hriak te, thawhlawm dah khawmnaahte chuan an rawn la a."
"For a rod, or for a curse, or for mercy, causing it to come on the mark.","Zilh nân emaw, a ram that nân emaw, Zahngaih vang emaw a rawn awm tir a ni."
Here you are,Hetah i awm ta
"And he sent down manna like rain for their food, and gave them the grain of heaven.","An ei atân manna kha an chungah a zuk surtir a, Van buh chu a pe a ni."
Is he looking for something?,Thil a zawng em?
"So now, let my sin have forgiveness, and go back with me to give worship to the Lord.","Chutichuan ka sual ngaidam la, LALPA ka biak theih nan min hawpui leh rawh khai, a ti a."
"Yes, a little bit.","Ni e, tlem tal."
"Have no pity on him, so that Israel may be clear from the crime of putting a man to death without cause, and it will be well for you.","In khawngaih tur ani lo va, in tana tha turin Israel ram ata pawi khawih lo thisen chuahna chu in tibo tur a ni."
And he will be with him as a servant working for payment year by year; his master is not to be cruel to him before your eyes.,Kum khat bi zela rawih inhlawhfa angin a bel tur a ni: I mithmuhah rura takin a tih tur a ni lo.
